Date,Open,High,Low,Close,Adj Close,Volume,MA50,MA200,Returns,Volatility_30,Log_Close,Diff_Log_Close,Lag1,Lag7,Lag30,Rolling_Mean_7,Rolling_Mean_30,Rolling_Std_7,Rolling_Std_30,Rolling_Return_Mean_7
20-10-2000,44.164665,44.771618,42.293827,42.572311,32.346458,44078130,36.96632586,35.28269043,-0.016658325,0.019574515,3.476504525,-0.016798635,32.894424,35.840431,40.245888,33.44394657,36.8960477,1.202390134,2.491972959,-0.014444671
23-10-2000,42.558029,42.558029,40.465832,40.822861,31.017223,24770653,36.87192316,35.27411042,-0.04109368,0.019008335,3.434542631,-0.041961894,32.346458,35.52034,41.57513,32.80064414,36.54411747,1.107185902,2.55315268,-0.019039339
24-10-2000,40.844284,42.08675,40.630066,41.801125,31.760508,34954378,36.79238616,35.26635787,0.023963622,0.019893057,3.458223631,0.023681,31.017223,34.53833,41.607681,32.40381243,36.21587837,0.848053351,2.512383717,-0.011666477
25-10-2000,41.986782,44.143246,41.88681,43.564857,33.100601,38402361,36.72218116,35.26244322,0.042193689,0.021812944,3.499551439,0.041327808,31.760508,33.670265,40.745033,32.32243186,35.96106397,0.724617087,2.423262878,-0.002048324
26-10-2000,43.979012,44.271774,43.422043,43.636261,33.15485,9464451,36.65230156,35.26237799,0.001638913,0.021826475,3.501189011,0.001637571,33.100601,32.764217,40.766731,32.37823657,35.7073346,0.777428049,2.297997102,0.002030013
27-10-2000,43.836201,44.057556,42.857937,43.26495,32.87273,24364476,36.57851578,35.25374588,-0.008509162,0.021524384,3.492643439,-0.008545572,33.15485,32.373592,39.708767,32.449542,35.4794667,0.799507886,2.225314688,0.002517604
30-10-2000,43.486309,44.186089,42.857937,42.986465,32.661133,20467231,36.50147454,35.24416182,-0.006436855,0.019532984,3.486185778,-0.006457661,32.87273,32.894424,37.565731,32.41621471,35.3159801,0.782554892,2.24681697,-0.000700257
31-10-2000,42.850796,43.3792,42.029625,43.1507,32.785915,21254965,36.42302254,35.23848827,0.003820504,0.019200279,3.489999002,0.003813225,32.661133,32.346458,36.632553,32.47899429,35.18775883,0.793575909,2.278626725,0.00222529
01-11-2000,44.33604,44.67165,43.49345,44.064697,33.480373,36240150,36.35574722,35.23628701,0.021181596,0.01877284,3.510959387,0.020960384,32.785915,31.017223,37.706791,32.83087286,35.04687823,0.544339152,2.247959042,0.011121758
02-11-2000,44.114681,45.414272,44.114681,45.085804,34.256203,37429075,36.31256066,35.23001348,0.023172681,0.0193928,3.533867658,0.022908271,33.480373,31.760508,37.750187,33.18740071,34.9304121,0.543741815,2.192908901,0.011008767
03-11-2000,45.471397,45.807007,44.957275,45.078667,34.250793,29305448,36.27360626,35.22191061,-0.000157928,0.018841021,3.533709718,-0.00015794,34.256203,33.100601,36.713936,33.35171386,34.84830733,0.6718393,2.169819021,0.004958536
06-11-2000,45.26432,45.685616,44.5574,44.657368,33.930679,27924683,36.23128768,35.21761409,-0.009346178,0.01872652,3.52431959,-0.009390127,34.250793,33.15485,37.104565,33.46254657,34.74251113,0.697455649,2.133080021,0.003389237
07-11-2000,44.293198,45.021542,44.293198,44.728775,33.98494,18188182,36.19396072,35.2104613,0.001599172,0.018743256,3.525917485,0.001597895,33.930679,32.87273,37.034035,33.62143371,34.64087463,0.666703549,2.092382028,0.004833285
08-11-2000,45.228619,46.042648,44.985836,45.478539,34.554615,39357062,36.15392098,35.20292335,0.016762572,0.018023597,3.542541116,0.016623631,33.98494,32.661133,38.184227,33.89193114,34.51988757,0.592090867,1.982481661,0.008147489
09-11-2000,45.342869,46.085491,45.128651,45.578506,34.630573,26653573,36.1161599,35.19497003,0.002198201,0.017829478,3.544736905,0.002195789,34.554615,32.785915,37.500618,34.15545371,34.4242194,0.395735736,1.901267254,0.007915731
10-11-2000,45.478539,45.664196,44.30748,44.436008,33.762493,24617766,36.06103722,35.18135114,-0.025066868,0.018267823,3.519350512,-0.025386393,34.630573,33.480373,37.164246,34.19575657,34.31082763,0.32325288,1.832410352,0.001308808
13-11-2000,44.278915,44.278915,43.007889,43.186401,32.813049,16340321,35.94927322,35.16327653,-0.028121265,0.018819949,3.490826272,-0.02852424,33.762493,34.256203,37.164246,33.98959171,34.16578773,0.61068996,1.769905029,-0.006018899
14-11-2000,43.136417,44.543118,43.136417,44.42173,33.751648,25746963,35.85226646,35.15053104,0.028604443,0.019717362,3.519029246,0.028202974,32.813049,34.250793,37.234776,33.91828529,34.04968347,0.604214672,1.673245527,-0.001909989
15-11-2000,45.12151,45.328587,44.286057,44.714493,33.974094,21431841,35.74267264,35.13465703,0.006590671,0.019644423,3.525598293,0.006569047,33.751648,33.930679,37.614548,33.92448743,33.928335,0.604585803,1.531828503,0.000366704
16-11-2000,44.985836,45.042961,44.178947,44.507416,33.816753,22823018,35.63372984,35.11516038,-0.004631205,0.019426969,3.520956331,-0.004641962,33.974094,33.98494,36.909256,33.90046071,33.82525157,0.605124666,1.42461408,-0.00052335
17-11-2000,44.414589,44.478855,43.914745,44.393166,33.729939,23751426,35.50341086,35.09122739,-0.002567189,0.019416011,3.518385841,-0.00257049,33.816753,34.554615,36.936382,33.78264986,33.71837013,0.532456448,1.297789576,-0.003284744
20-11-2000,44.350323,44.643089,44.136105,44.300339,33.659412,11762441,35.3450965,35.07287881,-0.002090932,0.019408436,3.51629272,-0.002093121,33.729939,34.630573,36.941807,33.64391257,33.60895697,0.379151879,1.146167066,-0.003897478
21-11-2000,44.664509,44.664509,43.929028,44.143246,33.540043,26268501,35.18374374,35.05804158,-0.003546378,0.019265147,3.512740038,-0.003552681,33.659412,33.762493,36.372128,33.612134,33.51455413,0.376872063,1.020472296,-0.000823122
22-11-2000,44.271774,44.485992,43.929028,44.007572,33.436966,8029378,35.0375824,35.04067464,-0.003073252,0.019129959,3.509662054,-0.003077984,33.540043,32.813049,35.840431,33.701265,33.43443863,0.177356493,0.921080875,0.002755165
23-11-2000,43.843338,44.628807,43.593418,44.436008,33.762493,17859113,34.89749764,35.02154275,0.009735542,0.019204693,3.519350512,0.009688457,33.436966,33.751648,35.52034,33.70281429,33.37584373,0.177916448,0.835772277,5.96E-05
24-11-2000,44.628807,45.257179,44.5574,44.750198,34.001221,23601936,34.78334672,35.00630799,0.007070805,0.018612444,3.526396436,0.007045924,33.762493,33.974094,34.53833,33.70668957,33.3579401,0.184965913,0.815518661,0.000128199
27-11-2000,44.843025,45.685616,44.771618,45.51424,34.581734,21564378,34.72366678,34.99599012,0.017073299,0.018266843,3.543325624,0.016929188,34.001221,33.816753,33.670265,33.81597257,33.3883224,0.381938849,0.844035504,0.003228842
28-11-2000,45.692757,47.163723,45.307163,47.056614,35.753628,47377765,34.70608828,34.99752178,0.033887659,0.018429517,3.576651747,0.033326123,34.581734,33.729939,32.764217,34.105071,33.48796943,0.820297221,0.938942162,0.008436678
29-11-2000,46.842396,47.470768,46.271145,46.728146,35.504063,36314157,34.66203372,35.00021753,-0.006980131,0.018312519,3.569647141,-0.007004606,35.753628,33.659412,32.373592,34.36859257,33.59231847,0.940725476,0.983710318,0.007738221
30-11-2000,46.699581,47.163723,46.485367,46.863815,35.607143,21933226,34.61917284,34.99974453,0.00290333,0.018151123,3.572546264,0.002899123,35.504063,33.540043,32.894424,34.66389257,33.68274243,0.961499234,1.040392169,0.008659607
01-12-2000,46.699581,47.163723,46.342552,46.856674,35.601719,25371028,34.5969285,35.0035647,-0.000152329,0.017787359,3.572393923,-0.000152341,35.607143,33.436966,32.346458,34.973143,33.79125113,0.841784164,1.065665584,0.009076882
04-12-2000,46.970924,47.899204,46.970924,47.499332,36.090015,34394173,34.5766375,35.00744094,0.013715518,0.015764355,3.586016234,0.013622311,35.601719,33.762493,31.017223,35.30564614,33.9603442,0.737046441,1.011399853,0.00964545
05-12-2000,47.770676,48.52758,47.742111,48.370483,36.751915,26452743,34.5709951,35.02642124,0.018340253,0.015565499,3.604190333,0.018174099,36.090015,34.001221,31.760508,35.69860243,34.12672443,0.654305088,1.046967328,0.011255371
06-12-2000,49.22736,49.22736,48.07058,48.163406,36.59457,21859563,34.53920196,35.04146072,-0.004281274,0.013966019,3.599899869,-0.004290464,36.751915,34.581734,33.100601,35.98615043,34.24319007,0.507488378,1.120629166,0.008204718
07-12-2000,48.042019,48.606125,47.949188,48.206249,36.627136,15261870,34.52173232,35.06994189,0.000889913,0.013970027,3.600789386,0.000889518,36.59457,35.753628,33.15485,36.11093729,34.35893293,0.546665686,1.181981152,0.003490754
08-12-2000,48.270515,48.827484,48.149128,48.470455,36.827873,29847712,34.51500486,35.11177785,0.005480554,0.01379045,3.606254977,0.005465591,36.627136,35.504063,32.87273,36.300053,34.49077103,0.530472647,1.230092949,0.005270852
11-12-2000,48.684673,49.548687,48.556141,49.405872,37.538597,42459410,34.52249188,35.16485379,0.019298535,0.013925956,3.625369657,0.01911468,36.827873,35.607143,32.661133,36.575975,34.65335317,0.606814592,1.300257409,0.007613024
12-12-2000,49.555828,49.584389,49.055984,49.170235,37.359562,16665910,34.5249876,35.22321015,-0.004769358,0.014033484,3.62058889,-0.004780767,37.538597,35.601719,32.785915,36.82709543,34.80580807,0.488662672,1.341234333,0.006953449
13-12-2000,49.413013,49.919998,49.184517,49.612949,37.695938,28533133,34.5266154,35.28820475,0.009003746,0.013705332,3.629552343,0.008963454,37.359562,36.090015,33.480373,37.056513,34.9463269,0.461143532,1.41630996,0.006280339
14-12-2000,49.684357,50.384136,49.270203,49.455856,37.576576,44230792,34.5399618,35.35347721,-0.003166442,0.01327507,3.626380878,-0.003171466,37.695938,36.751915,34.256203,37.17432171,35.057006,0.475474057,1.488421134,0.003207954
15-12-2000,49.270203,49.270203,48.027737,48.263374,36.670532,28104717,34.5346448,35.42187927,-0.024111936,0.014172417,3.60197349,-0.024407388,37.576576,36.59457,34.250793,37.18517343,35.13766397,0.460673634,1.508651398,0.000375002
18-12-2000,47.842079,48.970299,47.135159,48.741798,37.034035,26671366,34.53648936,35.49933461,0.009912673,0.014058907,3.611837355,0.009863865,36.670532,36.627136,33.930679,37.24330186,35.24110917,0.400230316,1.529291308,0.001663967
19-12-2000,49.020283,49.213078,48.284798,48.470455,36.827873,24654157,34.54560426,35.56727765,-0.005566825,0.014144442,3.606254977,-0.005582378,37.034035,36.827873,33.98494,37.24330186,35.3358736,0.400230316,1.536831434,8.58E-05
20-12-2000,49.270203,49.270203,48.18483,48.820343,37.093712,14662985,34.57066988,35.62724678,0.007218419,0.013924682,3.613447467,0.00719249,36.827873,37.538597,34.554615,37.17974686,35.42051017,0.380352703,1.562032332,-0.001639961
21-12-2000,48.570423,49.263062,48.063438,48.884609,37.14254,29736622,34.60311388,35.68846722,0.001316342,0.013926184,3.614762943,0.001315476,37.093712,37.359562,34.630573,37.14874371,35.5042424,0.372006177,1.585379957,-0.000770575
22-12-2000,49.198795,49.555828,48.163406,48.29908,36.697655,24919575,34.64630038,35.74746324,-0.011977775,0.013222239,3.602712857,-0.012050087,37.14254,37.695938,33.762493,37.00613186,35.60208113,0.31411888,1.56461771,-0.003767935
25-12-2000,48.29908,48.29908,48.29908,48.29908,36.697655,0,34.70684818,35.80645926,0,0.011878111,3.602712857,0,36.697655,37.576576,32.813049,36.88057171,35.731568,0.204702235,1.484534121,-0.003315586
26-12-2000,48.134846,48.827484,46.635319,46.842396,35.590874,26711824,34.76338132,35.85830457,-0.030159448,0.012477524,3.572089257,-0.0306236,36.697655,36.670532,33.751648,36.72633486,35.79287553,0.532931904,1.437171052,-0.004179516
27-12-2000,46.55677,47.842079,46.271145,47.563599,36.138832,28062802,34.83868612,35.90997416,0.015396025,0.012694673,3.587367966,0.015278709,35.590874,37.034035,33.974094,36.59844871,35.86503347,0.553789168,1.396471847,-0.00339618
28-12-2000,47.956329,48.584705,47.527893,48.384766,36.762756,28306723,34.91605276,35.96606212,0.017264642,0.012919456,3.604485267,0.017117302,36.138832,36.827873,33.816753,36.58914629,35.96323357,0.549825774,1.350287709,-0.000134542
29-12-2000,48.334782,48.656109,48.134846,48.406189,36.779034,18811175,35.00470428,36.02241701,0.000442785,0.012887432,3.604927955,0.000442687,36.762756,37.093712,33.729939,36.54419229,36.06487007,0.513350926,1.289788226,-0.00110249
01-01-2001,48.556141,49.077408,48.41333,48.806065,37.082867,21064288,35.12601716,36.07008676,0.008261038,0.012885864,3.613155057,0.008227102,36.779034,37.14254,33.659412,36.53566757,36.17898523,0.50213159,1.219135894,-0.00011039
02-01-2001,48.606125,51.269573,48.591843,50.598354,38.444641,46382387,35.25969982,36.11353943,0.036722457,0.014179041,3.64921931,0.036064253,37.082867,36.697655,33.540043,36.785237,36.34247183,0.884567892,1.18131752,0.006846786
03-01-2001,50.698322,51.655167,50.412701,51.419525,39.068573,61928106,35.37905926,36.16506817,0.016229362,0.014253945,3.665318384,0.016099074,38.444641,36.697655,33.436966,37.12393957,36.53019207,1.231373135,1.150746658,0.009165266
04-01-2001,51.283855,52.397789,50.869698,51.098198,38.824429,41892091,35.49245084,36.20387319,-0.006249115,0.014380617,3.659049662,-0.006268722,39.068573,35.590874,33.762493,37.585876,36.69892327,1.165143496,1.100964729,0.012581028
05-01-2001,50.91254,52.383507,50.91254,52.026478,39.529732,52237476,35.62559088,36.23377401,0.018166475,0.014583168,3.677053098,0.018003436,38.824429,36.138832,34.001221,38.07029029,36.88320697,1.168146367,1.096524962,0.012976806
08-01-2001,51.769417,52.476337,51.01965,51.440948,39.084846,47914196,35.75406514,36.25500981,-0.011254465,0.014700279,3.665734822,-0.011318276,39.529732,36.762756,34.581734,38.40201743,37.0333107,1.059620428,1.078682873,0.008902648
09-01-2001,51.326698,51.669449,50.99823,51.119621,38.84071,31605721,35.87516104,36.28893987,-0.006246308,0.013696637,3.659468923,-0.006265898,39.084846,36.779034,35.753628,38.69654257,37.13621343,0.783999708,1.099444699,0.007947063
10-01-2001,51.205307,51.619465,49.862873,50.227043,38.162518,33125878,35.96880394,36.31953195,-0.017460855,0.014084325,3.64185383,-0.017615094,38.84071,37.082867,35.504063,38.85077843,37.2248286,0.44770633,1.070101306,0.004272507
11-01-2001,50.341293,51.026791,50.127075,50.812572,38.60741,28504389,36.05582808,36.33561839,0.011657826,0.014183198,3.653444227,0.011590397,38.162518,38.444641,35.607143,38.87403114,37.3248375,0.4268375,1.053777418,0.000691846
12-01-2001,50.976807,51.183884,50.555511,50.63406,38.471779,16823305,36.1402478,36.33686626,-0.003513082,0.014220522,3.64992496,-0.003519267,38.60741,39.068573,35.601719,38.78877486,37.42050617,0.440874382,1.021741603,-0.002128504
15-01-2001,50.562653,50.91254,50.269886,50.776871,38.580288,13848811,36.23323998,36.33198337,0.002820483,0.014067412,3.652741472,0.002816513,38.471779,38.824429,36.090015,38.75389757,37.50351527,0.447195315,1.011023602,-0.000832847
16-01-2001,50.776871,52.897633,50.776871,52.612007,39.974621,72802521,36.3530336,36.33993161,0.036141073,0.015103605,3.688244778,0.035503305,38.580288,39.529732,36.751915,38.81745314,37.6109388,0.585928516,1.096045543,0.001734953
17-01-2001,52.997601,53.047585,51.5909,51.705151,39.285595,29158668,36.4476532,36.35300693,-0.017236586,0.01549657,3.670857912,-0.017386866,39.974621,39.084846,36.59457,38.84613157,37.70063963,0.605774167,1.119855899,0.000880364
18-01-2001,51.84082,52.340664,51.605183,52.090744,39.578568,19117773,36.5466131,36.38219575,0.007457517,0.015519652,3.67828776,0.007429847,39.285595,38.84071,36.627136,38.95153986,37.7990207,0.665886805,1.151491981,0.002838054
19-01-2001,52.140728,53.383194,52.140728,52.711975,40.050575,45961562,36.67237474,36.41374461,0.011925823,0.015603817,3.69014303,0.011855271,39.578568,38.162518,36.827873,39.22126229,37.9064441,0.675339774,1.206766197,0.007036151
22-01-2001,52.697697,53.683098,52.569164,53.483162,40.636524,53130061,36.82884424,36.45503217,0.014630227,0.015457413,3.704667268,0.014524238,40.050575,38.60741,37.538597,39.51113571,38.00970833,0.793144346,1.302919463,0.007460779
23-01-2001,53.518864,54.87558,53.518864,54.504269,41.412365,57936269,36.98205858,36.49930375,0.019092209,0.01566899,3.723579508,0.01891224,40.636524,38.471779,37.359562,39.93121943,38.14480177,0.919563832,1.436449763,0.010690107
24-01-2001,54.897003,54.911282,54.054409,54.318611,41.271305,38239770,37.1280028,36.53484037,-0.003406229,0.015684048,3.720167464,-0.003412043,41.412365,38.580288,37.695938,40.31565043,38.26398067,0.817505261,1.542341315,0.009800576
25-01-2001,54.482845,54.768471,53.790207,54.51141,41.417782,31438242,37.28002338,36.55868513,0.003549125,0.015638742,3.723710306,0.003542841,41.271305,39.974621,37.576576,40.52181629,38.39202087,0.895428344,1.639678208,0.005144584
26-01-2001,54.51141,54.51141,54.51141,54.51141,41.417782,0,37.43378024,36.58252989,0,0.014773442,3.723710306,0,41.417782,39.285595,36.670532,40.82641443,38.55026253,0.75672571,1.695920947,0.007606953
29-01-2001,54.268627,54.268627,51.555199,53.933022,40.978329,35530953,37.58015858,36.60461143,-0.010610249,0.014972235,3.713043366,-0.01066694,41.417782,39.578568,37.034035,41.02638029,38.681739,0.519912769,1.726929375,0.005025844
30-01-2001,54.06155,55.839561,54.06155,55.646767,42.280437,73616220,37.75496646,36.63586203,0.031775527,0.015726819,3.744324497,0.031281131,40.978329,40.050575,36.827873,41.344932,38.86349113,0.505303811,1.810020574,0.007861516
31-01-2001,57.838932,57.838932,54.411442,54.925564,41.732464,41314122,37.92087642,36.6503208,-0.012960438,0.016045098,3.731279339,-0.013045158,42.280437,40.636524,37.093712,41.50149486,39.0181162,0.410029939,1.85128734,0.003919992
01-02-2001,54.768471,55.496815,53.226101,55.146923,41.90065,89219279,38.08363956,36.6722938,0.0040301,0.016036749,3.73530134,0.004022001,41.732464,41.412365,37.14254,41.57124986,39.17671987,0.433218129,1.888506443,0.001768262
02-02-2001,54.911282,56.539341,54.832737,56.339405,42.806694,70926036,38.25974902,36.69912258,0.021623626,0.016044933,3.756694492,0.021393152,41.90065,41.271305,36.697655,41.79059114,39.3803545,0.609049642,1.940620046,0.005343956
05-02-2001,56.139469,57.196278,55.732452,57.003483,43.311256,74715250,38.43433946,36.72847418,0.011786988,0.016055756,3.768412555,0.011718063,42.806694,41.417782,36.697655,42.06108743,39.60080787,0.804871218,2.000097395,0.006520793
06-02-2001,57.12487,57.481903,56.589329,56.817825,43.170208,42354188,38.58267106,36.76574696,-0.003256613,0.014678206,3.765150628,-0.003261927,43.311256,41.417782,35.590874,42.311434,39.85345233,0.843059784,1.954283262,0.006055563
07-02-2001,56.503639,56.832108,55.982376,56.189453,42.692764,25467554,38.72644508,36.80125641,-0.011059571,0.014921692,3.754029445,-0.011121183,43.170208,40.978329,36.138832,42.55635329,40.07191673,0.607295127,1.889982254,0.005991374
08-02-2001,55.868126,56.7607,55.768154,56.546482,42.964043,33494292,38.87358308,36.83313086,0.006354215,0.014761643,3.760363557,0.006334112,42.692764,42.280437,36.762756,42.65401129,40.2786263,0.610486928,1.854360555,0.002359758
09-02-2001,56.696438,57.410496,56.303703,56.967777,43.284134,48805640,39.02723138,36.86760948,0.007450207,0.01473733,3.767786148,0.007422591,42.964043,41.732464,36.779034,42.87567843,40.49546297,0.489900792,1.810851628,0.005275565
12-02-2001,56.589329,58.038872,56.446514,57.203419,43.463181,46139005,39.1746947,36.90914118,0.00413655,0.014730379,3.771914166,0.004128018,43.284134,41.90065,37.082867,43.09889714,40.7081401,0.284519885,1.770455982,0.005290772
13-02-2001,57.410496,58.824337,56.767841,58.560135,44.494022,59748950,39.32953684,36.95346705,0.023717569,0.013947678,3.795354843,0.023440677,43.463181,42.806694,38.444641,43.339944,40.90978613,0.568620402,1.846623733,0.005589906
14-02-2001,59.245632,59.609802,58.488728,59.3456,45.090809,62716407,39.49946162,37.00245877,0.013412746,0.013878627,3.808678434,0.013323591,44.494022,43.311256,39.068573,43.59416586,41.11052733,0.871041422,1.963218088,0.005822157
15-02-2001,59.267056,60.7523,58.98143,60.366711,45.866653,102980395,39.68425196,37.05994131,0.017206256,0.013890577,3.825738339,0.017059905,45.090809,43.170208,38.824429,43.97937229,41.34526813,1.190101435,2.096910051,0.008745424
16-02-2001,60.538082,61.31641,59.981117,60.331005,45.839523,88818270,39.86448496,37.11774935,-0.000591497,0.013729655,3.825146667,-0.000591672,45.866653,42.692764,39.529732,44.42890929,41.5555945,1.217118438,2.221283887,0.010240864
19-02-2001,60.409554,60.987942,59.766899,60.745159,46.154198,44573830,40.03679698,37.17517758,0.006864709,0.013382322,3.831987921,0.006841254,45.839523,42.964043,39.084846,44.88464571,41.79123957,1.173682369,2.32279305,0.010313791
20-02-2001,60.552364,60.916534,60.123928,60.380989,45.877502,50106965,40.20715578,37.2323617,-0.005995034,0.0133747,3.825974844,-0.006013077,46.154198,43.284134,38.84071,45.25512686,42.0257993,0.977114266,2.36939558,0.008393043
21-02-2001,60.416695,60.673756,58.852901,59.138523,44.933468,55247906,40.35190638,37.28403893,-0.020577276,0.013571063,3.805182907,-0.020791938,45.877502,43.463181,38.162518,45.46516786,42.25149763,0.620763998,2.3104592,0.004862496
22-02-2001,58.98143,59.838303,58.353058,59.217072,44.993156,54528198,40.50023798,37.34076191,0.001328364,0.013541696,3.806510389,0.001327482,44.933468,44.494022,38.60741,45.53647271,42.46435583,0.509275283,2.256687283,0.001664038
23-02-2001,59.274197,60.066803,58.495869,58.738651,44.62965,54109655,40.65942034,37.39268337,-0.00807914,0.013668111,3.798398436,-0.008111953,44.993156,45.090809,38.471779,45.47059286,42.6696182,0.598539623,2.158945601,-0.001406231
26-02-2001,58.581554,58.967148,57.589012,58.017448,44.081673,43564918,40.8003731,37.44357397,-0.012278317,0.014026369,3.786044118,-0.012354319,44.62965,45.866653,38.580288,45.21559571,42.8529977,0.760106135,2.029377119,-0.005618313
27-02-2001,58.195965,58.445885,56.739281,57.424778,43.631363,39286865,40.9364429,37.49096515,-0.010215356,0.012936997,3.775776227,-0.010267891,44.081673,45.839523,39.974621,44.90014429,42.9748891,0.902820472,1.959132883,-0.00699315
28-02-2001,57.410496,59.981117,57.217701,59.138523,44.933468,77371004,41.09323802,37.54595194,0.029843326,0.013248988,3.805182907,0.02940668,43.631363,46.154198,39.285595,44.72575429,43.16315153,0.71950046,1.861309383,-0.00371049
01-03-2001,59.409866,63.694233,59.409866,62.580299,47.548534,111597153,41.3013579,37.61398693,0.058198624,0.016475915,3.861750958,0.056568051,44.933468,45.877502,39.578568,44.96447314,43.42881707,1.248248182,1.900405591,0.005460032
02-03-2001,62.83736,64.408295,59.288479,59.852585,45.476009,93943477,41.47692498,37.66967899,-0.043587569,0.018775009,3.817184912,-0.044566046,47.548534,44.933468,40.050575,45.041979,43.60966487,1.262761435,1.824469677,0.002172847
05-03-2001,60.052521,60.695175,57.481903,58.360199,44.342102,66100012,41.62981392,37.70722299,-0.02493418,0.019411334,3.791934609,-0.025250303,45.476009,44.993156,40.636524,44.94897129,43.73318413,1.2906258,1.739710497,-0.001578945
06-03-2001,58.360199,58.360199,58.360199,58.360199,44.342102,0,41.80483848,37.74240701,0,0.019180338,3.791934609,0,44.342102,44.62965,41.412365,44.907893,43.83084203,1.306955878,1.686351431,-0.000424782
07-03-2001,58.838619,60.652332,56.924934,58.838619,44.705601,52831648,41.97617386,37.77935426,0.008197604,0.019175012,3.800098796,0.008164186,44.342102,44.081673,41.271305,44.99702557,43.94531857,1.261709968,1.621945197,0.00250035
08-03-2001,59.045696,60.002537,58.41732,59.038555,44.857521,31023536,42.13806916,37.81961104,0.003398232,0.01917484,3.803491267,0.003392471,44.705601,43.631363,41.417782,45.172191,44.05997653,1.117371845,1.557404551,0.004445148
09-03-2001,58.710087,58.710087,56.932076,58.481586,44.434334,27494139,42.29117516,37.85870131,-0.009434026,0.019299961,3.794012459,-0.009478808,44.857521,44.933468,41.417782,45.10088614,44.16052827,1.150577582,1.476194912,-0.001165902
12-03-2001,58.424461,58.838619,57.410496,58.267368,44.271572,25706308,42.43494926,37.89602835,-0.003662978,0.019178217,3.790342755,-0.003669703,44.434334,47.548534,40.978329,44.63274871,44.27030303,0.429279627,1.348304359,-0.010003274
13-03-2001,57.274826,59.766899,53.611694,55.425407,42.112244,36866588,42.50830132,37.92277579,-0.048774595,0.020563926,3.74033853,-0.050004226,44.271572,45.476009,42.280437,44.15221086,44.2646966,0.924763544,1.357184252,-0.010744278
14-03-2001,55.55394,57.824654,55.004112,57.039185,43.338394,23614589,42.59369774,37.9561151,0.029116235,0.021073053,3.76903894,0.02870041,42.112244,44.342102,41.732464,44.008824,44.3182276,0.967250947,1.283534872,-0.00302279
15-03-2001,56.125187,57.331951,55.425407,56.73214,43.105103,17395280,42.67931122,37.98671458,-0.00538301,0.021103738,3.763641389,-0.00539755,43.338394,44.342102,41.90065,43.83210986,44.35837603,1.008339275,1.222702267,-0.003791791
16-03-2001,56.267998,57.017761,54.140099,54.839878,41.667362,22430215,42.72206382,38.0099355,-0.033354311,0.021645587,3.729718136,-0.033923253,43.105103,44.705601,42.806694,43.39807571,44.3203983,1.204500977,1.288484733,-0.009727779
